match_id,country,opposition,runs,wickets,over,rpo,target,inns,result
3845,ENG,WIN,296,6,50.0,5.92,,1,1
3846,SOA,NZL,150,4,32.2,4.63,150,2,1
3846,NZL,SOA,149,10,41.1,3.61,,1,0
3848,WIN,ENG,225,10,47.5,4.7,,1,0
3848,ENG,WIN,226,6,48.2,4.67,226,2,1
3849,WIN,ENG,142,10,39.2,3.61,329,2,0
3849,ENG,WIN,328,10,50.0,6.56,,1,1
3855,SLK,BAN,234,10,45.1,5.18,325,2,0
3855,BAN,SLK,324,5,50.0,6.48,,1,1
3858,SLK,BAN,280,9,50.0,5.6,,1,1
3858,BAN,SLK,210,10,44.3,4.71,281,2,0
3861,WIN,PAK,309,6,49.0,6.3,309,2,1
3861,PAK,WIN,308,5,50.0,6.16,,1,0
3862,WIN,PAK,208,10,44.5,4.63,283,2,0
3862,PAK,WIN,282,5,50.0,5.64,,1,1
3863,WIN,PAK,233,9,50.0,4.66,,1,0
3863,PAK,WIN,236,4,43.1,5.46,234,2,1
3868,NZL,BAN,258,6,47.3,5.43,258,2,1
3868,BAN,NZL,257,9,50.0,5.14,,1,0
3871,NZL,BAN,270,8,50.0,5.4,,1,0
3871,BAN,NZL,271,5,48.2,5.6,271,2,1
3872,SOA,ENG,267,10,45.0,5.93,340,2,0
3872,ENG,SOA,339,6,50.0,6.78,,1,1
3873,SOA,ENG,328,5,50.0,6.56,331,2,0
3873,ENG,SOA,330,6,50.0,6.6,,1,1
3874,SOA,ENG,156,3,28.5,5.41,154,2,1
3874,ENG,SOA,153,10,31.1,4.9,,1,0
3875,ENG,BAN,308,2,47.2,6.5,306,2,1
3875,BAN,ENG,305,6,50.0,6.1,,1,0
3877,SLK,SOA,203,10,41.3,4.89,300,2,0
3877,SOA,SLK,299,6,50.0,5.98,,1,1
3878,PAK,IND,164,10,33.4,4.87,289,2,0
3878,IND,PAK,319,3,48.0,6.64,,1,1
3880,NZL,ENG,223,10,44.3,5.01,311,2,0
3880,ENG,NZL,310,10,49.3,6.26,,1,1
3881,SOA,PAK,219,8,50.0,4.38,,1,0
3881,PAK,SOA,119,3,27.0,4.4,101,2,1
3882,SLK,IND,322,3,48.4,6.61,322,2,1
3882,IND,SLK,321,6,50.0,6.42,,1,0
3883,NZL,BAN,265,8,50.0,5.3,,1,0
3883,BAN,NZL,268,5,47.2,5.66,266,2,1
3884,WIN,AFG,149,10,44.4,3.33,213,2,0
3884,AFG,WIN,212,6,50.0,4.24,,1,1
3885,ENG,AUS,240,4,40.2,5.95,201,2,1
3885,AUS,ENG,277,9,50.0,5.54,,1,0
3886,SOA,IND,191,10,44.3,4.29,,1,0
3886,IND,SOA,193,2,38.0,5.07,192,2,1
3887,WIN,AFG,138,6,39.2,3.5,136,2,1
3887,AFG,WIN,135,10,37.3,3.6,,1,0
3888,SLK,PAK,236,10,49.2,4.78,,1,0
3888,PAK,SLK,237,7,44.5,5.28,237,2,1
3889,PAK,ENG,215,2,37.1,5.78,212,2,1
3889,ENG,PAK,211,10,49.5,4.23,,1,0
3891,IND,BAN,265,1,40.1,6.59,265,2,1
3891,BAN,IND,264,7,50.0,5.28,,1,0
3894,PAK,IND,338,4,50.0,6.76,,1,1
3894,IND,PAK,158,10,30.3,5.18,339,2,0
3896,WIN,IND,205,6,43.0,4.76,311,2,0
3896,IND,WIN,310,5,43.0,7.2,,1,1
3898,WIN,IND,158,10,38.1,4.13,252,2,0
3898,IND,WIN,251,4,50.0,5.02,,1,1
3900,WIN,IND,189,9,50.0,3.78,,1,1
3900,IND,WIN,178,10,49.4,3.58,190,2,0
3902,WIN,IND,205,9,50.0,4.1,,1,0
3902,IND,WIN,206,2,36.5,5.59,206,2,1
3905,SLK,IND,216,10,43.2,4.98,,1,0
3905,IND,SLK,220,1,28.5,7.63,217,2,1
3906,SLK,IND,236,8,50.0,4.72,,1,0
3906,IND,SLK,231,7,44.2,5.21,231,2,1
3907,SLK,IND,217,9,50.0,4.34,,1,0
3907,IND,SLK,218,4,45.1,4.82,218,2,1
3908,SLK,IND,207,10,42.4,4.85,376,2,0
3908,IND,SLK,375,5,50.0,7.5,,1,1
3909,SLK,IND,238,10,49.4,4.79,,1,0
3909,IND,SLK,239,4,46.3,5.13,239,2,1
3910,IND,AUS,281,7,50.0,5.62,,1,1
3910,AUS,IND,137,9,21.0,6.52,164,2,0
3911,WIN,ENG,204,9,42.0,4.85,,1,0
3911,ENG,WIN,210,3,30.5,6.81,205,2,1
3912,IND,AUS,252,10,50.0,5.04,,1,1
3912,AUS,IND,202,10,43.1,4.67,253,2,0
3914,IND,AUS,294,5,47.5,6.14,294,2,1
3914,AUS,IND,293,6,50.0,5.86,,1,0
3915,WIN,ENG,245,10,39.1,6.25,370,2,0
3915,ENG,WIN,369,9,50.0,7.38,,1,1
3916,WIN,ENG,356,5,50.0,7.12,,1,0
3916,ENG,WIN,258,5,35.1,7.33,253,2,1
3917,IND,AUS,313,8,50.0,6.26,335,2,0
3917,AUS,IND,334,5,50.0,6.68,,1,1
3918,WIN,ENG,288,6,50.0,5.76,,1,0
3918,ENG,WIN,294,1,38.0,7.73,289,2,1
3919,IND,AUS,243,3,42.5,5.67,243,2,1
3919,AUS,IND,242,9,50.0,4.84,,1,0
3922,SLK,PAK,209,8,50.0,4.18,293,2,0
3922,PAK,SLK,292,6,50.0,5.84,,1,1
3923,SOA,BAN,282,0,42.5,6.58,279,2,1
3923,BAN,SOA,278,7,50.0,5.56,,1,0
3924,SLK,PAK,187,10,48.0,3.89,220,2,0
3924,PAK,SLK,219,9,50.0,4.38,,1,1
3925,SOA,BAN,353,6,50.0,7.06,,1,1
3925,BAN,SOA,249,10,47.5,5.2,354,2,0
3926,SLK,PAK,208,10,48.2,4.3,,1,0
3926,PAK,SLK,209,3,42.3,4.91,209,2,1
3927,SLK,PAK,173,10,43.4,3.96,,1,0
3927,PAK,SLK,177,3,39.0,4.53,174,2,1
3928,NZL,IND,284,4,49.0,5.79,281,2,1
3928,IND,NZL,280,8,50.0,5.6,,1,0
3929,SOA,BAN,369,6,50.0,7.38,,1,1
3929,BAN,SOA,169,10,40.4,4.15,370,2,0
3930,SLK,PAK,103,10,26.2,3.91,,1,0
3930,PAK,SLK,105,1,20.2,5.16,104,2,1
3931,NZL,IND,230,9,50.0,4.6,,1,0
3931,IND,NZL,232,4,46.0,5.04,231,2,1
3932,NZL,IND,331,7,50.0,6.62,338,2,0
3932,IND,NZL,337,6,50.0,6.74,,1,1
3939,SLK,IND,114,3,20.4,5.51,113,2,1
3939,IND,SLK,112,10,38.2,2.92,,1,0
3941,SLK,IND,251,8,50.0,5.02,393,2,0
3941,IND,SLK,392,4,50.0,7.84,,1,1
3942,SLK,IND,215,10,44.5,4.79,,1,0
3942,IND,SLK,219,2,32.1,6.8,216,2,1
3943,WIN,NZL,248,9,50.0,4.96,,1,0
3943,NZL,WIN,249,5,46.0,5.41,249,2,1
3944,WIN,NZL,121,10,28.0,4.32,326,2,0
3944,NZL,WIN,325,6,50.0,6.5,,1,1
3945,WIN,NZL,99,9,23.0,4.3,166,2,0
3945,NZL,WIN,131,4,23.0,5.69,,1,1
3946,PAK,NZL,166,6,30.1,5.5,228,2,0
3946,NZL,PAK,315,7,50.0,6.3,,1,1
3947,PAK,NZL,246,9,50.0,4.92,,1,0
3947,NZL,PAK,151,2,23.5,6.33,151,2,1
3949,PAK,NZL,74,10,27.2,2.7,258,2,0
3949,NZL,PAK,257,10,50.0,5.14,,1,1
3951,ENG,AUS,308,5,48.5,6.3,305,2,1
3951,AUS,ENG,304,8,50.0,6.08,,1,0
3953,PAK,NZL,262,8,50.0,5.24,,1,0
3953,NZL,PAK,263,5,45.5,5.73,263,2,1
3957,PAK,NZL,256,10,49.0,5.22,272,2,0
3957,NZL,PAK,271,7,50.0,5.42,,1,1
3958,ENG,AUS,274,6,44.2,6.18,271,2,1
3958,AUS,ENG,270,9,50.0,5.4,,1,0
3959,SLK,BAN,157,10,32.2,4.85,321,2,0
3959,BAN,SLK,320,7,50.0,6.4,,1,1
3960,ENG,AUS,302,6,50.0,6.04,,1,1
3960,AUS,ENG,286,6,50.0,5.72,303,2,0
3965,SLK,BAN,83,0,11.5,7.01,83,2,1
3965,BAN,SLK,82,10,24.0,3.41,,1,0
3966,ENG,AUS,196,10,44.5,4.37,,1,0
3966,AUS,ENG,197,7,37.0,5.32,197,2,1
3967,SLK,BAN,221,10,50.0,4.42,,1,1
3967,BAN,SLK,142,10,41.1,3.44,222,2,0
3968,ENG,AUS,259,10,47.4,5.43,,1,1
3968,AUS,ENG,247,10,48.2,5.11,260,2,0
3969,SOA,IND,269,8,50.0,5.38,,1,0
3969,IND,SOA,270,4,45.3,5.93,270,2,1
3970,SOA,IND,118,10,32.2,3.64,,1,0
3970,IND,SOA,119,1,20.3,5.8,119,2,1
3971,SOA,IND,179,10,40.0,4.47,304,2,0
3971,IND,SOA,303,6,50.0,6.06,,1,1
3973,SOA,IND,207,5,25.3,8.11,202,2,1
3973,IND,SOA,289,7,50.0,5.78,,1,0
3976,SOA,IND,201,10,42.2,4.74,275,2,0
3976,IND,SOA,274,7,50.0,5.48,,1,1
3978,SOA,IND,204,10,46.5,4.35,,1,0
3978,IND,SOA,206,2,32.1,6.4,205,2,1
3980,NZL,ENG,287,7,49.2,5.81,285,2,1
3980,ENG,NZL,284,8,50.0,5.68,,1,0
3981,NZL,ENG,223,10,49.4,4.48,,1,0
3981,ENG,NZL,225,4,37.5,5.94,224,2,1
3982,NZL,ENG,230,8,50.0,4.6,235,2,0
3982,ENG,NZL,234,10,50.0,4.68,,1,1
3989,NZL,ENG,339,5,49.3,6.84,336,2,1
3989,ENG,NZL,335,9,50.0,6.7,,1,0
3992,NZL,ENG,223,10,49.5,4.47,,1,0
3992,ENG,NZL,229,3,32.4,7.01,224,2,1
3997,WIN,AFG,197,8,50.0,3.94,,1,0
3997,AFG,WIN,198,7,47.4,4.15,198,2,1
4007,WIN,AFG,204,10,46.5,4.35,,1,0
4007,AFG,WIN,206,3,40.4,5.06,205,2,1
4009,ENG,AUS,218,7,44.0,4.95,215,2,1
4009,AUS,ENG,214,10,47.0,4.55,,1,0
4010,ENG,AUS,342,8,50.0,6.84,,1,1
4010,AUS,ENG,304,10,47.1,6.44,343,2,0
4011,ENG,AUS,481,6,50.0,9.62,,1,1
4011,AUS,ENG,239,10,37.0,6.45,482,2,0
4012,ENG,AUS,314,4,44.4,7.02,311,2,1
4012,AUS,ENG,310,8,50.0,6.2,,1,0
4013,ENG,AUS,208,9,48.3,4.28,206,2,1
4013,AUS,ENG,205,10,34.4,5.91,,1,0
4014,IND,ENG,269,2,40.1,6.69,269,2,1
4014,ENG,IND,268,10,49.5,5.37,,1,0
4016,IND,ENG,236,10,50.0,4.72,323,2,0
4016,ENG,IND,322,7,50.0,6.44,,1,1
4018,IND,ENG,256,8,50.0,5.12,,1,0
4018,ENG,IND,260,2,44.3,5.84,257,2,1
4022,WIN,BAN,231,9,50.0,4.62,280,2,0
4022,BAN,WIN,279,4,50.0,5.58,,1,1
4023,WIN,BAN,271,10,49.3,5.47,,1,1
4023,BAN,WIN,268,6,50.0,5.36,272,2,0
4024,WIN,BAN,283,6,50.0,5.66,302,2,0
4024,BAN,WIN,301,6,50.0,6.02,,1,1
4025,SLK,SOA,193,10,34.3,5.59,,1,0
4025,SOA,SLK,196,5,31.0,6.32,194,2,1
4027,SLK,SOA,244,8,50.0,4.88,,1,0
4027,SOA,SLK,246,6,42.5,5.74,245,2,1
4029,SLK,SOA,285,10,45.2,6.28,364,2,0
4029,SOA,SLK,363,7,50.0,7.26,,1,1
4030,SLK,SOA,306,7,39.0,7.84,,1,1
4030,SOA,SLK,187,9,21.0,8.9,191,2,0
4031,SLK,SOA,299,8,50.0,5.98,,1,1
4031,SOA,SLK,121,10,24.4,4.9,300,2,0
4036,SLK,BAN,124,10,35.2,3.5,262,2,0
4036,BAN,SLK,261,10,49.3,5.27,,1,1
4038,SLK,AFG,158,10,41.2,3.82,250,2,0
4038,AFG,SLK,249,10,50.0,4.98,,1,1
4040,PAK,IND,162,10,43.1,3.75,,1,0
4040,IND,PAK,164,2,29.0,5.65,163,2,1
4041,BAN,AFG,119,10,42.1,2.82,256,2,0
4041,AFG,BAN,255,7,50.0,5.1,,1,1
4042,IND,BAN,174,3,36.2,4.78,174,2,1
4042,BAN,IND,173,10,49.1,3.51,,1,0
4043,PAK,AFG,258,7,49.3,5.21,258,2,1
4043,AFG,PAK,257,6,50.0,5.14,,1,0
4044,PAK,IND,237,7,50.0,4.74,,1,0
4044,IND,PAK,238,1,39.3,6.02,238,2,1
4045,BAN,AFG,249,7,50.0,4.98,,1,1
4045,AFG,BAN,246,7,50.0,4.92,250,2,0
4047,PAK,BAN,202,9,50.0,4.04,240,2,0
4047,BAN,PAK,239,10,48.5,4.89,,1,1
4048,IND,BAN,223,7,50.0,4.46,223,2,1
4048,BAN,IND,222,10,48.3,4.57,,1,0
4053,SLK,ENG,140,5,29.0,4.82,172,2,0
4053,ENG,SLK,278,9,50.0,5.56,,1,1
4054,SLK,ENG,150,9,21.0,7.14,,1,0
4054,ENG,SLK,153,3,18.3,8.27,151,2,1
4055,SLK,ENG,273,7,50.0,5.46,,1,0
4055,ENG,SLK,132,2,27.0,4.88,115,2,1
4056,WIN,IND,322,8,50.0,6.44,,1,0
4056,IND,WIN,326,2,42.1,7.73,323,2,1
4058,SLK,ENG,366,6,50.0,7.32,,1,1
4058,ENG,SLK,132,9,26.1,5.04,352,2,0
4062,WIN,IND,283,9,50.0,5.66,,1,1
4062,IND,WIN,240,10,47.4,5.03,284,2,0
4063,WIN,IND,153,10,36.2,4.21,378,2,0
4063,IND,WIN,377,5,50.0,7.54,,1,1
4064,WIN,IND,104,10,31.5,3.26,,1,0
4064,IND,WIN,105,1,14.5,7.07,105,2,1
4065,SOA,AUS,153,4,29.2,5.21,153,2,1
4065,AUS,SOA,152,10,38.1,3.98,,1,0
4066,PAK,NZL,219,10,47.2,4.62,267,2,0
4066,NZL,PAK,266,9,50.0,5.32,,1,1
4067,SOA,AUS,224,9,50.0,4.48,232,2,0
4067,AUS,SOA,231,10,48.3,4.76,,1,1
4068,PAK,NZL,212,4,40.3,5.23,210,2,1
4068,NZL,PAK,209,9,50.0,4.18,,1,0
4069,SOA,AUS,320,5,50.0,6.4,,1,1
4069,AUS,SOA,280,9,50.0,5.6,321,2,0
4071,WIN,BAN,195,9,50.0,3.9,,1,0
4071,BAN,WIN,196,5,35.1,5.57,196,2,1
4072,WIN,BAN,256,6,49.4,5.15,256,2,1
4072,BAN,WIN,255,7,50.0,5.1,,1,0
4073,WIN,BAN,198,9,50.0,3.96,,1,0
4073,BAN,WIN,202,2,38.3,5.24,199,2,1
4074,SLK,NZL,326,10,49.0,6.65,372,2,0
4074,NZL,SLK,371,7,50.0,7.42,,1,1
4075,SLK,NZL,298,10,46.2,6.43,320,2,0
4075,NZL,SLK,319,7,50.0,6.38,,1,1
4076,SLK,NZL,249,10,41.4,5.97,365,2,0
4076,NZL,SLK,364,4,50.0,7.28,,1,1
4077,IND,AUS,254,9,50.0,5.08,289,2,0
4077,AUS,IND,288,5,50.0,5.76,,1,1
4078,IND,AUS,299,4,49.2,6.06,299,2,1
4078,AUS,IND,298,9,50.0,5.96,,1,0
4079,IND,AUS,234,3,49.2,4.74,231,2,1
4079,AUS,IND,230,10,48.4,4.72,,1,0
4080,SOA,PAK,266,2,50.0,5.32,,1,0
4080,PAK,SOA,267,5,49.1,5.43,267,2,1
4081,SOA,PAK,207,5,42.0,4.92,204,2,1
4081,PAK,SOA,203,10,45.5,4.42,,1,0
4082,NZL,IND,157,10,38.0,4.13,,1,0
4082,IND,NZL,156,2,34.5,4.47,156,2,1
4084,SOA,PAK,187,2,33.0,5.66,175,2,1
4084,PAK,SOA,317,6,50.0,6.34,,1,0
4085,NZL,IND,234,10,40.2,5.8,325,2,0
4085,IND,NZL,324,4,50.0,6.48,,1,1
4087,SOA,PAK,164,10,41.0,4.0,,1,0
4087,PAK,SOA,168,2,31.3,5.33,165,2,1
4088,NZL,IND,243,10,49.0,4.95,,1,0
4088,IND,NZL,245,3,43.0,5.69,244,2,1
4090,SOA,PAK,241,3,40.0,6.02,241,2,1
4090,PAK,SOA,240,8,50.0,4.8,,1,0
4091,NZL,IND,93,2,14.4,6.34,93,2,1
4091,IND,NZL,92,10,30.5,2.98,,1,0
4092,NZL,IND,217,10,44.1,4.91,253,2,0
4092,IND,NZL,252,10,49.5,5.05,,1,1
4093,NZL,BAN,233,2,44.3,5.23,233,2,1
4093,BAN,NZL,232,10,48.5,4.75,,1,0
4094,NZL,BAN,229,2,36.1,6.33,227,2,1
4094,BAN,NZL,226,10,49.4,4.55,,1,0
4095,NZL,BAN,330,6,50.0,6.6,,1,1
4095,BAN,NZL,242,10,47.2,5.11,331,2,0
4096,WIN,ENG,360,8,50.0,7.2,,1,0
4096,ENG,WIN,364,4,48.4,7.47,361,2,1
4097,WIN,ENG,289,6,50.0,5.78,,1,1
4097,ENG,WIN,263,10,47.4,5.51,290,2,0
4099,WIN,ENG,389,10,48.0,8.1,419,2,0
4099,ENG,WIN,418,6,50.0,8.36,,1,1
4102,IND,AUS,240,4,48.2,4.96,237,2,1
4102,AUS,IND,236,7,50.0,4.72,,1,0
4103,WIN,ENG,115,3,12.1,9.45,114,2,1
4103,ENG,WIN,113,10,28.1,4.01,,1,0
4104,SLK,SOA,231,10,47.0,4.91,,1,0
4104,SOA,SLK,232,2,38.5,5.97,232,2,1
4106,IND,AUS,250,10,48.2,5.17,,1,1
4106,AUS,IND,242,10,49.3,4.88,251,2,0
4107,SLK,SOA,138,10,32.2,4.26,252,2,0
4107,SOA,SLK,251,10,45.1,5.55,,1,1
4109,IND,AUS,281,10,48.2,5.81,314,2,0
4109,AUS,IND,313,5,50.0,6.26,,1,1
4111,IND,AUS,358,9,50.0,7.16,,1,0
4111,AUS,IND,359,6,47.5,7.5,359,2,1
4112,SLK,SOA,121,5,24.0,5.04,193,2,0
4112,SOA,SLK,331,5,50.0,6.62,,1,1
4113,IND,AUS,237,10,50.0,4.74,273,2,0
4113,AUS,IND,272,9,50.0,5.44,,1,1
4114,SLK,SOA,189,10,39.2,4.8,,1,0
4114,SOA,SLK,190,4,32.5,5.78,190,2,1
4115,SLK,SOA,225,10,49.3,4.54,,1,0
4115,SOA,SLK,135,2,28.0,4.82,95,2,1
4116,PAK,AUS,280,5,50.0,5.6,,1,0
4116,AUS,PAK,281,2,49.0,5.73,281,2,1
4117,PAK,AUS,284,7,50.0,5.68,,1,0
4117,AUS,PAK,285,2,47.5,5.95,285,2,1
4118,PAK,AUS,186,10,44.4,4.16,267,2,0
4118,AUS,PAK,266,6,50.0,5.32,,1,1
4119,PAK,AUS,271,8,50.0,5.42,278,2,0
4119,AUS,PAK,277,7,50.0,5.54,,1,1
4120,PAK,AUS,307,7,50.0,6.14,328,2,0
4120,AUS,PAK,327,7,50.0,6.54,,1,1
4129,WIN,BAN,261,9,50.0,5.22,,1,0
4129,BAN,WIN,264,2,45.0,5.86,262,2,1
4133,PAK,ENG,361,7,50.0,7.22,374,2,0
4133,ENG,PAK,373,3,50.0,7.46,,1,1
4134,WIN,BAN,247,9,50.0,4.94,,1,0
4134,BAN,WIN,248,5,47.2,5.23,248,2,1
4135,PAK,ENG,358,9,50.0,7.16,,1,0
4135,ENG,PAK,359,4,44.5,8.0,359,2,1
4137,WIN,BAN,152,1,24.0,6.33,,1,0
4137,BAN,WIN,213,5,22.5,9.32,210,2,1
4138,PAK,ENG,340,7,50.0,6.8,,1,0
4138,ENG,PAK,341,7,49.3,6.88,341,2,1
